avg_served_clients,avg_waiting_clients,n_pumps,n_registers,arrival_prob,avg_refuelling_time,std_refuelling_time,avg_payment_time,std_payment_time,avg_time_pumps,avg_time_registers
235.62,4.86,6,4,0.5,2,2,2,5,119.57333333333334,319.53000000000003
234.36,2.92,6,5,0.5,2,2,2,5,119.61333333333333,253.42800000000003
233.82,1.74,6,6,0.5,2,2,2,5,119.44666666666666,211.83666666666667
237.08,0.82,6,7,0.5,2,2,2,5,120.80333333333333,184.88000000000002
235.96,0.12,6,8,0.5,2,2,2,5,120.96999999999998,160.2325
237.9,0.04,6,9,0.5,2,2,2,5,121.16666666666669,143.4622222222222
239.64,0.02,6,10,0.5,2,2,2,5,122.41666666666669,130.43200000000002
88.26,153.1,7,1,0.5,2,2,2,5,104.05999999999999,481.42
176.16,65.66,7,2,0.5,2,2,2,5,104.80285714285715,477.75
233.38,10.32,7,3,0.5,2,2,2,5,102.72571428571428,422.0
238.08,4.82,7,4,0.5,2,2,2,5,104.00857142857144,322.75
237.84,2.86,7,5,0.5,2,2,2,5,104.46000000000002,258.796
235.52,1.9,7,6,0.5,2,2,2,5,102.47142857142855,212.62333333333333
235.42,0.78,7,7,0.5,2,2,2,5,103.25428571428571,183.29999999999998
237.0,0.24,7,8,0.5,2,2,2,5,104.11142857142856,160.05750000000003
239.12,0.04,7,9,0.5,2,2,2,5,104.52857142857144,142.97777777777776
235.82,0.0,7,10,0.5,2,2,2,5,102.45714285714284,128.92000000000002
87.68,151.78,8,1,0.5,2,2,2,5,90.695,480.9
175.4,62.92,8,2,0.5,2,2,2,5,90.5,477.99
234.76,10.36,8,3,0.5,2,2,2,5,89.98749999999998,427.2866666666667
237.64,4.7,8,4,0.5,2,2,2,5,90.65500000000002,323.55
237.64,2.84,8,5,0.5,2,2,2,5,90.62750000000001,258.67999999999995
237.3,1.8,8,6,0.5,2,2,2,5,90.8125,213.57000000000002
234.92,0.8,8,7,0.5,2,2,2,5,90.285,180.75142857142856
235.14,0.16,8,8,0.5,2,2,2,5,89.58000000000001,160.02499999999998
236.44,0.02,8,9,0.5,2,2,2,5,90.41499999999999,142.3488888888889
236.76,0.0,8,10,0.5,2,2,2,5,91.24749999999999,128.54199999999997
88.36,151.32,9,1,0.5,2,2,2,5,80.82666666666667,481.22
176.12,64.4,9,2,0.5,2,2,2,5,80.99333333333335,478.54999999999995
233.06,9.4,9,3,0.5,2,2,2,5,80.35777777777778,422.31333333333333
237.0,4.64,9,4,0.5,2,2,2,5,81.02222222222221,318.26
237.1,3.16,9,5,0.5,2,2,2,5,80.49999999999999,256.736
238.68,1.98,9,6,0.5,2,2,2,5,81.07111111111112,215.76666666666665
235.7,0.74,9,7,0.5,2,2,2,5,80.35777777777776,181.8485714285714
236.94,0.16,9,8,0.5,2,2,2,5,80.81111111111112,160.635
237.74,0.0,9,9,0.5,2,2,2,5,81.43333333333334,143.29777777777775
238.48,0.0,9,10,0.5,2,2,2,5,80.74666666666667,128.722
88.38,150.0,10,1,0.5,2,2,2,5,72.334,481.5
175.46,64.34,10,2,0.5,2,2,2,5,72.80999999999999,477.91
235.68,9.7,10,3,0.5,2,2,2,5,73.13199999999998,422.76666666666665
236.96,4.8,10,4,0.5,2,2,2,5,72.41,325.81
238.04,3.28,10,5,0.5,2,2,2,5,72.602,259.296
239.26,1.88,10,6,0.5,2,2,2,5,73.242,215.79333333333332
237.62,1.1,10,7,0.5,2,2,2,5,73.026,185.39142857142855
236.2,0.12,10,8,0.5,2,2,2,5,72.36999999999999,160.27750000000003
237.52,0.04,10,9,0.5,2,2,2,5,72.75399999999999,142.68000000000004
237.76,0.0,10,10,0.5,2,2,2,5,73.102,129.36
88.82,247.98,1,1,0.7,2,2,2,5,482.24,480.82
157.0,178.32,1,2,0.7,2,2,2,5,482.14,426.14
158.32,175.06,1,3,0.7,2,2,2,5,482.22,286.7333333333333
156.88,179.38,1,4,0.7,2,2,2,5,482.04,213.745
157.06,176.66,1,5,0.7,2,2,2,5,482.46,168.95200000000003
157.36,176.76,1,6,0.7,2,2,2,5,482.44,140.78666666666666
158.46,177.02,1,7,0.7,2,2,2,5,482.34,123.45714285714284
157.58,177.14,1,8,0.7,2,2,2,5,482.44,108.55499999999999
159.06,175.84,1,9,0.7,2,2,2,5,482.4,95.58666666666666
157.18,180.28,1,10,0.7,2,2,2,5,482.26,85.35200000000002
88.18,246.16,2,1,0.7,2,2,2,5,475.16999999999996,482.02
178.06,154.88,2,2,0.7,2,2,2,5,473.56,480.48
262.34,69.24,2,3,0.7,2,2,2,5,474.15,478.0733333333333
310.44,28.02,2,4,0.7,2,2,2,5,476.40999999999997,421.935
310.24,27.38,2,5,0.7,2,2,2,5,476.57,335.152
311.22,27.58,2,6,0.7,2,2,2,5,475.82,281.93666666666667
310.34,26.18,2,7,0.7,2,2,2,5,476.24,238.0285714285714
310.52,25.84,2,8,0.7,2,2,2,5,475.53,208.66500000000002
311.54,25.14,2,9,0.7,2,2,2,5,475.69,187.30444444444444
309.36,25.12,2,10,0.7,2,2,2,5,474.34000000000003,168.346
87.56,246.72,3,1,0.7,2,2,2,5,336.4266666666667,480.66
175.76,159.7,3,2,0.7,2,2,2,5,340.97999999999996,480.32
264.34,68.9,3,3,0.7,2,2,2,5,338.49333333333334,478.1666666666667
327.14,12.52,3,4,0.7,2,2,2,5,337.8533333333333,441.47
329.9,6.18,3,5,0.7,2,2,2,5,336.5133333333333,356.492
329.76,4.68,3,6,0.7,2,2,2,5,336.7266666666667,298.99333333333334
330.94,3.96,3,7,0.7,2,2,2,5,337.4066666666667,256.2085714285714
332.04,3.86,3,8,0.7,2,2,2,5,338.77333333333337,225.94250000000002
327.96,3.94,3,9,0.7,2,2,2,5,336.3333333333333,198.59111111111108
330.86,3.84,3,10,0.7,2,2,2,5,334.3066666666667,178.834
89.18,244.86,4,1,0.7,2,2,2,5,253.265,481.72
178.08,154.98,4,2,0.7,2,2,2,5,254.10999999999999,481.07000000000005
265.08,69.08,4,3,0.7,2,2,2,5,254.025,479.18
328.52,11.98,4,4,0.7,2,2,2,5,253.54000000000002,444.55499999999995
329.2,5.18,4,5,0.7,2,2,2,5,253.94000000000003,355.348
329.76,3.5,4,6,0.7,2,2,2,5,253.125,295.85333333333335
330.6,2.62,4,7,0.7,2,2,2,5,252.99,257.38
332.7,2.16,4,8,0.7,2,2,2,5,254.67,226.145
330.12,2.06,4,9,0.7,2,2,2,5,253.90000000000003,200.98666666666665
328.92,2.0,4,10,0.7,2,2,2,5,251.785,179.00600000000003
89.06,246.04,5,1,0.7,2,2,2,5,204.53199999999998,481.12
176.3,158.76,5,2,0.7,2,2,2,5,203.81599999999997,481.07
264.58,70.56,5,3,0.7,2,2,2,5,203.28,478.8866666666667
329.0,12.86,5,4,0.7,2,2,2,5,203.96800000000002,448.805
330.74,5.28,5,5,0.7,2,2,2,5,202.55599999999998,360.39199999999994
330.9,3.56,5,6,0.7,2,2,2,5,202.832,298.52000000000004
331.16,2.38,5,7,0.7,2,2,2,5,201.196,256.68
332.12,1.62,5,8,0.7,2,2,2,5,201.74800000000002,227.79
332.3,1.12,5,9,0.7,2,2,2,5,204.052,202.04666666666665
331.36,1.0,5,10,0.7,2,2,2,5,203.13600000000002,181.31400000000002
89.64,245.98,6,1,0.7,2,2,2,5,169.3766666666667,481.8
180.06,156.12,6,2,0.7,2,2,2,5,169.76000000000002,480.49
261.58,71.86,6,3,0.7,2,2,2,5,168.63666666666668,478.76666666666665
329.0,11.32,6,4,0.7,2,2,2,5,169.54000000000002,443.805
329.52,5.32,6,5,0.7,2,2,2,5,168.94666666666666,359.432
330.68,3.54,6,6,0.7,2,2,2,5,168.26666666666668,299.1666666666667
331.46,2.26,6,7,0.7,2,2,2,5,168.51999999999998,256.03142857142853
329.8,1.36,6,8,0.7,2,2,2,5,168.46666666666667,224.5925
331.0,0.48,6,9,0.7,2,2,2,5,169.14666666666665,199.03555555555553
330.42,0.08,6,10,0.7,2,2,2,5,168.23333333333332,178.04399999999998
88.72,246.02,7,1,0.7,2,2,2,5,145.02285714285713,481.56
176.04,156.74,7,2,0.7,2,2,2,5,144.38,480.84000000000003
263.98,69.0,7,3,0.7,2,2,2,5,144.51142857142858,478.44
329.12,12.46,7,4,0.7,2,2,2,5,145.21142857142857,448.51
329.52,5.32,7,5,0.7,2,2,2,5,143.87428571428572,358.58399999999995
332.02,3.52,7,6,0.7,2,2,2,5,145.2742857142857,301.5933333333333
332.94,2.44,7,7,0.7,2,2,2,5,144.84857142857143,259.5142857142857
331.12,1.26,7,8,0.7,2,2,2,5,144.68857142857146,226.52249999999998
328.56,0.34,7,9,0.7,2,2,2,5,143.31428571428572,197.56
332.74,0.12,7,10,0.7,2,2,2,5,145.14000000000001,180.69000000000003
87.42,249.5,8,1,0.7,2,2,2,5,126.9,482.3
176.16,158.92,8,2,0.7,2,2,2,5,126.845,480.81
262.98,72.24,8,3,0.7,2,2,2,5,127.0575,478.99333333333334
328.9,12.8,8,4,0.7,2,2,2,5,127.33,446.95500000000004
331.96,5.6,8,5,0.7,2,2,2,5,127.4875,360.38800000000003
333.32,3.94,8,6,0.7,2,2,2,5,127.90750000000001,300.8933333333334
332.74,2.36,8,7,0.7,2,2,2,5,127.115,258.04857142857145
333.36,1.18,8,8,0.7,2,2,2,5,127.38,226.03750000000002
333.08,0.54,8,9,0.7,2,2,2,5,127.27749999999999,200.84888888888884
330.62,0.06,8,10,0.7,2,2,2,5,126.935,179.988
87.14,246.54,9,1,0.7,2,2,2,5,112.39555555555557,482.0
177.16,156.94,9,2,0.7,2,2,2,5,112.54888888888888,480.7
264.62,68.48,9,3,0.7,2,2,2,5,112.14888888888886,478.5133333333333
327.78,11.8,9,4,0.7,2,2,2,5,112.96444444444445,442.41999999999996
331.52,5.4,9,5,0.7,2,2,2,5,112.6,359.96
333.28,3.52,9,6,0.7,2,2,2,5,113.29777777777778,299.5166666666667
330.58,2.38,9,7,0.7,2,2,2,5,112.10444444444444,256.3285714285715
333.94,1.34,9,8,0.7,2,2,2,5,113.49555555555555,225.505
331.9,0.58,9,9,0.7,2,2,2,5,113.01777777777778,202.29777777777775
330.56,0.06,9,10,0.7,2,2,2,5,112.74888888888889,179.32199999999995
89.4,246.4,10,1,0.7,2,2,2,5,101.48599999999999,481.62
177.36,156.2,10,2,0.7,2,2,2,5,100.98800000000001,480.64
261.3,73.8,10,3,0.7,2,2,2,5,102.36400000000002,479.3
327.16,10.48,10,4,0.7,2,2,2,5,100.60399999999998,439.925
331.18,5.68,10,5,0.7,2,2,2,5,102.208,360.384
334.04,3.84,10,6,0.7,2,2,2,5,103.13200000000002,301.99333333333334
334.12,2.48,10,7,0.7,2,2,2,5,102.668,258.31714285714287
332.24,1.6,10,8,0.7,2,2,2,5,102.068,228.0425
332.4,0.48,10,9,0.7,2,2,2,5,101.922,199.9377777777778
335.24,0.06,10,10,0.7,2,2,2,5,102.23,182.906
87.54,345.08,1,1,0.9,2,2,2,5,482.44,480.9
156.1,276.0,1,2,0.9,2,2,2,5,482.12,425.25
157.08,274.94,1,3,0.9,2,2,2,5,482.36,284.6466666666667
157.42,274.1,1,4,0.9,2,2,2,5,482.6,215.11
157.08,275.02,1,5,0.9,2,2,2,5,482.34,170.068
157.88,274.16,1,6,0.9,2,2,2,5,482.6,143.35666666666665
157.46,275.44,1,7,0.9,2,2,2,5,482.44,121.44857142857143
159.14,272.8,1,8,0.9,2,2,2,5,482.38,107.67
157.2,272.72,1,9,0.9,2,2,2,5,482.3,95.13111111111111
158.28,273.34,1,10,0.9,2,2,2,5,482.36,85.88000000000001
88.64,343.64,2,1,0.9,2,2,2,5,482.02,481.76
177.06,253.4,2,2,0.9,2,2,2,5,481.88,481.07000000000005
265.7,165.44,2,3,0.9,2,2,2,5,481.87,477.6666666666667
314.74,114.3,2,4,0.9,2,2,2,5,481.88,429.96500000000003
316.74,113.56,2,5,0.9,2,2,2,5,481.67999999999995,343.836
315.54,114.48,2,6,0.9,2,2,2,5,481.66999999999996,285.05
314.98,114.08,2,7,0.9,2,2,2,5,481.95000000000005,246.1314285714286
312.18,118.86,2,8,0.9,2,2,2,5,482.14,213.20500000000004
313.54,116.04,2,9,0.9,2,2,2,5,482.08,189.53777777777776
314.04,116.02,2,10,0.9,2,2,2,5,481.6,169.172
88.9,342.5,3,1,0.9,2,2,2,5,433.49333333333334,482.8
176.3,253.24,3,2,0.9,2,2,2,5,431.75333333333333,481.5
264.1,165.94,3,3,0.9,2,2,2,5,431.94,480.53999999999996
352.1,77.02,3,4,0.9,2,2,2,5,431.09999999999997,478.16
419.76,15.08,3,5,0.9,2,2,2,5,432.72,454.25600000000003
423.06,8.5,3,6,0.9,2,2,2,5,432.66,383.22
426.0,7.16,3,7,0.9,2,2,2,5,434.67333333333335,328.37714285714276
424.02,6.88,3,8,0.9,2,2,2,5,431.3533333333333,286.825
425.32,6.66,3,9,0.9,2,2,2,5,433.2266666666667,257.0488888888889
423.06,6.86,3,10,0.9,2,2,2,5,433.1333333333334,229.07800000000003
88.06,342.72,4,1,0.9,2,2,2,5,325.295,481.36
176.44,255.74,4,2,0.9,2,2,2,5,326.79,481.45
265.14,165.7,4,3,0.9,2,2,2,5,328.5,480.02
352.2,77.54,4,4,0.9,2,2,2,5,327.505,477.965
422.46,14.22,4,5,0.9,2,2,2,5,325.64,460.892
425.94,5.84,4,6,0.9,2,2,2,5,326.23,385.97999999999996
426.84,4.32,4,7,0.9,2,2,2,5,327.11,330.62571428571425
426.66,3.38,4,8,0.9,2,2,2,5,325.965,289.5225
427.14,3.04,4,9,0.9,2,2,2,5,326.69500000000005,257.9422222222222
425.84,2.88,4,10,0.9,2,2,2,5,327.09499999999997,231.464
89.36,341.3,5,1,0.9,2,2,2,5,261.90400000000005,482.24
178.3,252.92,5,2,0.9,2,2,2,5,260.46,481.2
264.06,165.1,5,3,0.9,2,2,2,5,261.592,480.68
353.84,74.26,5,4,0.9,2,2,2,5,259.22799999999995,478.885
421.84,12.66,5,5,0.9,2,2,2,5,261.75200000000007,457.436
424.78,6.02,5,6,0.9,2,2,2,5,260.764,384.53
426.58,3.94,5,7,0.9,2,2,2,5,261.228,331.49714285714293
428.76,2.86,5,8,0.9,2,2,2,5,261.452,288.225
425.76,1.9,5,9,0.9,2,2,2,5,260.67999999999995,256.72444444444443
427.12,1.56,5,10,0.9,2,2,2,5,262.548,231.09799999999996
86.98,342.74,6,1,0.9,2,2,2,5,217.32333333333335,482.14
176.62,253.46,6,2,0.9,2,2,2,5,218.78666666666666,480.8
265.08,164.44,6,3,0.9,2,2,2,5,217.24666666666664,480.4466666666667
352.68,76.68,6,4,0.9,2,2,2,5,217.47333333333336,478.475
421.68,15.0,6,5,0.9,2,2,2,5,218.4933333333333,458.86800000000005
425.22,5.72,6,6,0.9,2,2,2,5,217.3033333333333,384.7033333333334
428.26,3.8,6,7,0.9,2,2,2,5,217.6733333333333,332.4028571428571
427.2,2.88,6,8,0.9,2,2,2,5,217.23666666666668,291.9775
427.14,1.56,6,9,0.9,2,2,2,5,218.39333333333332,257.9
426.4,0.78,6,10,0.9,2,2,2,5,216.8133333333334,231.48000000000002
88.46,341.82,7,1,0.9,2,2,2,5,186.4085714285715,481.32
176.94,253.94,7,2,0.9,2,2,2,5,187.15714285714282,480.97
265.3,165.86,7,3,0.9,2,2,2,5,187.38000000000002,480.34
354.88,73.82,7,4,0.9,2,2,2,5,186.65428571428575,478.75
422.4,12.64,7,5,0.9,2,2,2,5,187.74285714285716,455.6719999999999
427.0,5.8,7,6,0.9,2,2,2,5,186.66857142857143,385.72333333333336
427.1,3.62,7,7,0.9,2,2,2,5,186.87714285714287,332.0171428571429
427.04,2.6,7,8,0.9,2,2,2,5,185.88285714285715,290.495
425.56,1.86,7,9,0.9,2,2,2,5,186.4228571428571,256.44444444444446
427.1,0.64,7,10,0.9,2,2,2,5,185.95428571428573,232.65
87.74,342.42,8,1,0.9,2,2,2,5,162.10250000000002,482.66
177.28,253.72,8,2,0.9,2,2,2,5,163.7125,481.26
265.98,160.94,8,3,0.9,2,2,2,5,163.4125,480.1133333333334
350.74,78.02,8,4,0.9,2,2,2,5,162.7275,478.26500000000004
423.08,14.08,8,5,0.9,2,2,2,5,163.30499999999998,458.36
425.36,5.66,8,6,0.9,2,2,2,5,162.16250000000002,381.5
425.68,4.02,8,7,0.9,2,2,2,5,163.5325,331.48285714285714
426.56,2.66,8,8,0.9,2,2,2,5,163.15249999999997,291.08500000000004
426.12,1.84,8,9,0.9,2,2,2,5,162.9025,258.0488888888889
424.58,0.58,8,10,0.9,2,2,2,5,162.44000000000003,230.35399999999996
88.32,343.24,9,1,0.9,2,2,2,5,145.07555555555555,482.3
177.5,251.1,9,2,0.9,2,2,2,5,143.95111111111112,480.98
266.86,162.2,9,3,0.9,2,2,2,5,144.83333333333334,480.5466666666667
352.8,77.58,9,4,0.9,2,2,2,5,145.06444444444446,479.08000000000004
422.7,13.22,9,5,0.9,2,2,2,5,145.28444444444446,457.788
428.32,5.8,9,6,0.9,2,2,2,5,145.38222222222223,388.93666666666667
424.48,3.94,9,7,0.9,2,2,2,5,144.1088888888889,328.1485714285714
428.46,2.84,9,8,0.9,2,2,2,5,145.93777777777777,291.98
427.14,1.64,9,9,0.9,2,2,2,5,145.39333333333335,258.39777777777783
427.12,0.72,9,10,0.9,2,2,2,5,145.06666666666666,232.426
90.76,338.8,10,1,0.9,2,2,2,5,130.728,481.86
178.46,251.96,10,2,0.9,2,2,2,5,130.984,480.95000000000005
267.26,161.76,10,3,0.9,2,2,2,5,130.298,480.52
354.6,75.82,10,4,0.9,2,2,2,5,130.78,479.255
421.38,12.98,10,5,0.9,2,2,2,5,130.50400000000002,455.36800000000005
425.3,5.54,10,6,0.9,2,2,2,5,130.13,382.93
425.96,3.86,10,7,0.9,2,2,2,5,130.156,329.6885714285714
426.4,2.64,10,8,0.9,2,2,2,5,130.27799999999996,290.3974999999999
426.56,1.54,10,9,0.9,2,2,2,5,130.22999999999996,256.16222222222217
425.22,0.56,10,10,0.9,2,2,2,5,130.84400000000002,230.098
